Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank
National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1867.0,1867.0
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,19284.0,30934.0
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),21455.0,27393.0
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,26082.0,43883.0
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),10755.0,10755.0
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,8945.0,10457.0
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),9567.0,10150.0
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,12039.0,14849.0
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),10671.0,10671.0
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,19037.0,29399.0
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),12872.0,12872.0
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,20381.0,26194.0
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),25156.0,34601.0
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1016.0,1016.0
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,4434.0,4781.0
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),5876.0,5876.0
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,7395.0,9306.0
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),10490.0,11908.0
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,573.0,573.0
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,3732.0,5176.0
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),6099.0,6197.0
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1628.0,1689.0
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),1887.0,1887.0
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,26868.0,40264.0
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),22602.0,35697.0
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,2250.0,2250.0
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Female-only (including Supernumerary),3628.0,3628.0
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,51312.0,79174.0
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),26099.0,57585.0
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,11567.0,14202.0
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),11488.0,11853.0
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,1558.0,1558.0
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,7322.0,16371.0
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),11136.0,14575.0
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,8191.0,34138.0
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),12142.0,21106.0
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,25679.0,33650.0
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),40047.0,43260.0
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1743.0,1743.0
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,5455.0,5714.0
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),7051.0,7051.0
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,9754.0,11102.0
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),13508.0,14612.0
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,885.0,885.0
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Female-only (including Supernumerary),881.0,881.0
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,4832.0,5615.0
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),6352.0,7665.0
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1230.0,1515.0
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),1967.0,1967.0
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,4488.0,9271.0
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),5110.0,9330.0
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,170.0,170.0
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Female-only (including Supernumerary),193.0,193.0
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,4562.0,20059.0
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),14720.0,14720.0
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,2084.0,3220.0
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),2709.0,4350.0
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,165.0,165.0
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,515.0,3043.0
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),5952.0,7468.0
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,784.0,4056.0
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),2705.0,2705.0
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,2614.0,4482.0
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),4989.0,8068.0
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,94.0,94.0
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,606.0,645.0
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),1232.0,1309.0
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS (PwD),Gender-Neutral,22.0,22.0
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,1103.0,1457.0
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),2056.0,3125.0
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,98.0,98.0
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,482.0,843.0
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),1084.0,1131.0
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC (PwD),Gender-Neutral,18.0,18.0
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,229.0,269.0
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),555.0,555.0
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST (PwD),Female-only (including Supernumerary),25.0,25.0
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,12281.0,15954.0
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),14981.0,19402.0
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,413.0,521.0
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,15206.0,26831.0
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),25910.0,25910.0
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,4117.0,5301.0
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),5869.0,6507.0
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,260.0,260.0
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Female-only (including Supernumerary),475.0,475.0
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,7084.0,9899.0
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),4532.0,7981.0
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,2835.0,16825.0
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),16680.0,16680.0
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,7989.0,11415.0
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),13966.0,15780.0
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,371.0,371.0
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Female-only (including Supernumerary),902.0,902.0
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,1712.0,2011.0
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),2679.0,2753.0
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,EWS (PwD),Gender-Neutral,132.0,132.0
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,2877.0,4310.0
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),5370.0,7253.0
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,328.0,328.0
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1837.0,2686.0
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),2512.0,2919.0
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,468.0,869.0
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),1446.0,1446.0
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,8055.0,12264.0
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),9897.0,13963.0
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,58.0,58.0
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,13380.0,22874.0
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),13421.0,13421.0
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,3028.0,4082.0
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),4401.0,5134.0
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,279.0,279.0
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,1152.0,6719.0
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),7748.0,9031.0
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1387.0,6198.0
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),5467.0,5467.0
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,4721.0,7433.0
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),9361.0,10983.0
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Female-only (including Supernumerary),707.0,707.0
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,1034.0,1260.0
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),1589.0,1589.0
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS (PwD),Gender-Neutral,56.0,91.0
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,1845.0,2574.0
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),3889.0,4372.0
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,133.0,133.0
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1009.0,1665.0
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),2631.0,3773.0
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,320.0,411.0
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),906.0,1220.0
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,15963.0,21437.0
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),24186.0,24186.0
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,33778.0,33778.0
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),88460.0,88460.0
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,8388.0,9819.0
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),9539.0,9539.0
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,5321.0,5321.0
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),10926.0,10926.0
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1685.0,1685.0
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,8191.0,16218.0
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),25618.0,26715.0
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1671.0,1671.0
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,3153.0,3333.0
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,5434.0,6978.0
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),12361.0,12361.0
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,3752.0,4856.0
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1258.0,1258.0
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),4205.0,4205.0
National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,30870.0,36082.0
National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),32439.0,32439.0
National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,1128.0,1128.0
National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,33781.0,33781.0
National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,10999.0,12355.0
National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),10680.0,10680.0
National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,15399.0,16049.0
National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),18073.0,18073.0
National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,36888.0,36888.0
National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,20228.0,33674.0
National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),44098.0,44098.0
National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,6173.0,6173.0
National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),8786.0,8786.0
National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,11558.0,12440.0
National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),14486.0,14486.0
National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,6324.0,6885.0
National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1940.0,1940.0
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,16058.0,22280.0
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),20145.0,27770.0
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,917.0,1321.0
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,16862.0,36039.0
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),31528.0,38676.0
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,5850.0,7893.0
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),8509.0,9916.0
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,1872.0,1872.0
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Female-only (including Supernumerary),1928.0,1928.0
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,4815.0,13856.0
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),9900.0,10192.0
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,5369.0,15322.0
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,15174.0,20611.0
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),26987.0,30239.0
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,963.0,963.0
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Female-only (including Supernumerary),1683.0,1683.0
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,3225.0,3546.0
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),5707.0,5911.0
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,5475.0,6889.0
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),10373.0,11749.0
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Female-only (including Supernumerary),998.0,998.0
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,3436.0,4556.0
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),6362.0,6662.0
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1090.0,1466.0
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),2063.0,2253.0
National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,34977.0,41705.0
National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),35414.0,38975.0
National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,48505.0,59113.0
National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),76781.0,76781.0
National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,13040.0,14647.0
National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),12663.0,12726.0
National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,17614.0,18762.0
National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),18532.0,18532.0
National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,27217.0,33433.0
National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),39536.0,41373.0
National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Female-only (including Supernumerary),2272.0,2272.0
